"nombre_archivo","tipo","fecha","codigo_participante","duracion","codec","tamano_bytes","hash_SHA256"
"2026-07-13_parcela_cacao_02.png","foto_entorno","2026-07-13","","","","1095844","C96B33467F8533612AEA502E79C2B3A0C694D91B31BB39D186C02F8355C9AC05"
"2026-07-15_crecimiento_del_verde.jpg","foto_entorno","2026-07-15","","","","486659","FBE5421870BAF486A5779CEBBE4029FC93FD6FBDEF3180C2A67B839DBD8A0DEF"
"2026-07-15_proceso_de_siembra_de_verde.jpg","foto_entorno","2026-07-15","","","","425008","978FFF5952FEDC31E0A7268CD68B3E1AC5DAEE721DBBF09EEAAB1759499883E2"
"2026-07-16_fumigacion.jpg","foto_entorno","2026-07-16","","","","364883","B743729B96E9D26BC2EEB804AAC49B193215D924B78AECA92AB5992A3F68B8E5"
"2026-07-25_plantas_de_cacao.jpg","foto_entorno","2026-07-25","","","","161984","32BCCA64B58C8BD14000813ED69BE602DA932400AAF6C5EA19B5C490EE540ECD"
"2026-06-20_Administrador_ENTR-01_Audio.mpeg","audio_entrevista","2026-06-20","ENTR-01","641","mp3","15381985","0C807508ED66F2354A89EA34BA3C20B6C6CDFE4F08B5031F85600D926DA97D5B"
"2026-06-21_Jornalero_ENTR-02_Audio.mpeg","audio_entrevista","2026-06-21","ENTR-02","172","mp3","4129061","1F35517F6008E7E3367F7753D806563C13C54AA064EB5A701D0E2E77AC2122BB"
"2026-06-23_Jornalera_ENTR-03_Audio.mp3","audio_entrevista","2026-06-23","ENTR-03","676","mp3","10811904","699A566AC37AE5D3D0E6553A328E0F2C2BF8EB9A566ABD4686A8D6ADB8BA4932"
"2026-06-24_Trabajador_ENTR-04_Audio.mp3","audio_entrevista","2026-06-24","ENTR-04","918","mp3","14691840","9197EB06863AED6681982A61D4CEA241BD07EC4EE1421E3CF413F32308567E6A"
"2026-06-25_Tecnico_ENTR-05_Audio.mp3","audio_entrevista","2026-06-25","ENTR-05","1060","mp3","16963200","DDD576A5404F811DF70FA16E243FD17EDDF2DF6AFA2CF57B4AF861F65D92D836"
"2026-06-26_Tecnico_ENTR-06_Audio.mp3","audio_entrevista","2026-06-26","ENTR-06","705","mp3","11277696","6AC285AE710CC4421EDE1DCDFCB14837AE1DEBB0530F6F424A02C049ECFDCBF8"
"2026-08-23_Jornalero_ENTR-11_Entrevista.MP3","audio_entrevista","2026-08-23","ENTR-11","1340","mp3","32169532","FC9A238B41BBBFE65CA7E7053A02936F2CBD6AE01CB19F49DCF560CB18382B21"
"2026-08-23_Jornalero_ENTR-12_Entrevista.mp3","audio_entrevista","2026-08-23","ENTR-12","1090","mp3","17447562","27A502D60F91E216C6AC2901FCC5ADCEA10AA1D6D7C89FC849F2544F15D814B5"
"2026-08-23_Tecnico_ENTR-10_Entrevista.mp3","audio_entrevista","2026-08-23","ENTR-10","2082","mp3","33315978","21A27B1E0E53BDE4673AA0ABDD470E96E57865D9FAF0DE4D8A56B511D7579315"
"2026-08-28_Jornalero_ENTR-13_Entrevista.mp3","audio_entrevista","2026-08-28","ENTR-13","568","mp3","9089418","3FBD0383D4A6791AC3AB3F326F804CD503B4EF3CBC5BF37D5857E73AD2A03901"
"2026-08-28_Jornalero_ENTR-15_Entrevista.mp3","audio_entrevista","2026-08-28","ENTR-15","704","mp3","11270922","EA15E82F9AAD50F1E38343D2A2698574CBDA574DDD9043FD1EA45A734BDBB020"
"2026-08-29_Jornalera_ENTR-08_Audio_ronda2.mp3","audio_entrevista","2026-08-29","ENTR-08","521","mp3","8334720","D1D8C9934F534364DFD5D6C4B678F2FEC6C701D2D97D1AD521C517BEF93356FB"
"2026-08-29_Jornalero_ENTR-09_Audio_ronda2.mp3","audio_entrevista","2026-08-29","ENTR-09","658","mp3","10532352","7CCFD0B1C861CE9813514898E547955B29020E7F94AB010BE37A2B5A091245FE"
"2026-08-29_Tecnica_ENTR-16_Audio_ronda2.mp3","audio_entrevista","2026-08-29","ENTR-16","781","mp3","12502656","137D7E6A3FF71D09F870B9378EDDF670E7D211F7E2189FA323CC8CF8627B83CC"
"2026-08-29_Tecnico_ENTR-07_Audio_ronda2.mp3","audio_entrevista","2026-08-29","ENTR-07","501","mp3","8011392","5F3123141FD95ED657DC3472A61709B2A1793221011DC922BB5DB06D20F74027"
"2026-08-29_Tecnico_ENTR-17_Audio_ronda.mp3","audio_entrevista","2026-08-29","ENTR-17","1914","mp3","30628224","851A758A16593727008F8375A78EE40403FFA8DB08D4676CD8297C3665C2E808"
"2026-06-23_Jornalera_ENTR-03_Entrevista.mp4","video_entrevista","2026-06-23","ENTR-03","676","h264","22015545","380E46AA85071028A85454A46993F4D54CA6BC3FD2E4B72F6A2B2CADECA7AE26"
"2026-06-24_Trabajador_ENTR-04_Entrevista.mp4","video_entrevista","2026-06-24","ENTR-04","918","h264","22366088","1AB4A833FBF1BD061364E8C864DE639DF05199E391C3F5D4C7A36C438CE4972B"
"2026-06-25_Tecnico_ENTR-05_Entrevista.mp4","video_entrevista","2026-06-25","ENTR-05","1060","h264","21698570","41BFB5A479276D64CBA1277269299587FD438995E52486AC0F9608E5D2B67D78"
"2026-06-26_Tecnico_ENTR-06_Entrevista.mp4","video_entrevista","2026-06-26","ENTR-06","705","h264","21607926","DBC01042B2C41A9B17B8302F2B3B557A6792339810CEAB32D01D0B60D9B47E77"
"2026-08-23_Jornalero_ENTR-11_Entrevista.mp4","video_entrevista","2026-08-23","ENTR-11","1340","h264","26097294","5B1DC85A02DF8D6190842DF046121203237E38B55D5ED8891489B59B6B44DBF5"
"2026-08-23_Jornalero_ENTR-12_Entrevista.mp4","video_entrevista","2026-08-23","ENTR-12","1090","h264","24010625","F568B249029B1FAADB43E555718CEC27ADD39020A108AEA26DCF603E4CEA0BD5"
"2026-08-23_Tecnico_ENTR-10_Entrevista.mp4","video_entrevista","2026-08-23","ENTR-10","2082","h264","27637883","BDC7B146B9B614265C1BAA8467CFE3E83FA89D070276D11224D2B668A973E1C9"
"2026-08-28_Entrevista_ENTR-13.mp4","video_entrevista","2026-08-28","ENTR-13","568","h264","20425983","C6F200D4E565340D661DAD721BD55DA87874077D8433B8B5A118597A183EA043"
"2026-08-28_Entrevista_ENTR-15 (1).mp4","video_entrevista","2026-08-28","ENTR-15","704","h264","22508621","D1410F345C541C7B934E584D7DC32DFA15648678C6F209E5A987C8CDDD590920"
"2026-08-28_Jornalero_ENTR-14_Entrevista.mp4","video_entrevista","2026-08-28","ENTR-14","365","h264","19895711","2DD3BB73E46E6AFB04CFD33E6B058DE6F0F7DDE4009DEDCFD8AF8A1E3B016D8F"
"2026-08-29_Jornalera_ENTR-08_Entrevista_ronda2.mp4","video_entrevista","2026-08-29","ENTR-08","521","h264","19383572","14C58CFA0566C3B2E4B5F3C1FE26D474EFB480D074DE3DFA43B1962A20F43ADB"
"2026-08-29_Jornalero_ENTR-09_Entrevista_ronda2.mp4","video_entrevista","2026-08-29","ENTR-09","658","h264","23030763","FF1B404770E211718DD92A03D47DC9513D2715B26F58287E9FBBEFCE7D5D35D1"
"2026-08-29_Tecnica_ENTR-16_Entrevista_ronda2.mp4","video_entrevista","2026-08-29","ENTR-16","782","h264","15873793","4D91B6B14DA17AAB66AFAE4E444FA73377DE8796BAAEDC0E151C2B811F64AA6B"
"2026-08-29_Tecnico_ENTR-07_Entrevista_ronda2.mp4","video_entrevista","2026-08-29","ENTR-07","501","h264","22744603","D5EC78926D63288ADC36D388A9F348E00EF7802C005A4CEB0CD84464E51C8361"
"2026-08-29_Tecnico_ENTR-17_Entrevista_ronda.mp4","video_entrevista","2026-08-29","ENTR-17","1914","h264","22397105","F2D46C79DDA88BD4CB4B13CCCD4ECDDCA068200CD1BB1BBE13C0AEBD52E57698"
"2026-08-23_Tecnico_ENTR-10_Consentimiento.pdf","consentimiento","2026-08-23","ENTR-10","","","561589","A7E66E18E8C3B78A35C2038BB9884887740FB83342378B86263DB226A38808CF"
"ganado_pastizal.jpg","foto_entorno","sin_exif","","","","296353","8A8D29901A1EC40636A61506C5A803CA08B6B07F583196C8014B900194477298"
"ganado_jinete_distante.jpg","foto_entorno","sin_exif","","","","380748","FE977FAFFB8E90BF711577F1FF16374214137D8F323ECF565CB50DC9702C040C"
"grupo_camino_cultivo.jpg","foto_entorno","sin_exif","","","","476934","A7BA8BCB3F65708602DCB77D361BE094A7090A9603267BE9151C5D9361445447"
"persona_mula_camino.jpg","foto_entorno","sin_exif","","","","640038","C1F5890FF94E68049902F93D88E038E6C3C40075FA57B1F464A7CDC5CBB3D728"
"entrevista_mesa_campo.jpg","foto_entorno","sin_exif","","","","69381","C43B3195129843FE716BFAD43CB20C70EF84FA38C56BABB07F41BF19AFC58017"
"2026-06-20_Administrador_ENTR-01_Entrevista.mp4","video_entrevista","2026-06-20","ENTR-01","702","h264","10402228","76CC008C5A18F5716B1733FECC8AD392BAB2178B23FE480CA3CF5D49D1F2446D"
"evidencias_restringidas.part01.rar","evidencia_restringida","","","","","19922944","101DA565C15A298DE692F6E84489A82F9235074E57BEA4B33211118743747E78"
"evidencias_restringidas.part02.rar","evidencia_restringida","","","","","19922944","50EB02A9C6E0B9BFEB16FB9F65BC3C3DD57F70524FCE728E238EC248B9B4EE63"
"evidencias_restringidas.part03.rar","evidencia_restringida","","","","","19922944","CB57F8901A8D421F22995228161C9E3AE4062F6D0BFBA699EBE074AF5ACD3A00"
"evidencias_restringidas.part04.rar","evidencia_restringida","","","","","19922944","7066CF1BFA1C9AAE87FCD1BAA0B78D1B9FD7086E7D31E14DB832CF4907866170"
"evidencias_restringidas.part05.rar","evidencia_restringida","","","","","19922944","3CD161D7725DD0A54181C5E178AADA4BF682910EC9A0E6250F64FF93219793BC"
"evidencias_restringidas.part06.rar","evidencia_restringida","","","","","19922944","87804DF632E5165F8F593E6BD233D837254B35E5EAD80E787826CA9FFA56E105"
"evidencias_restringidas.part07.rar","evidencia_restringida","","","","","19922944","42254CFD1038B10DB0F2E205CD2E8DEE44D3527051D47432DF84511C8C7DFC25"
"evidencias_restringidas.part08.rar","evidencia_restringida","","","","","19922944","6BBF20CC8E2AF6648CAB38EF424DACCAFD9A6421D708A56001E6A6BC70BE7F78"
"evidencias_restringidas.part09.rar","evidencia_restringida","","","","","19922944","466A49821CE725D1D2BBF1739DA7886CA71FEBCA9CCA33A8D0878C2EA8048A21"
"evidencias_restringidas.part10.rar","evidencia_restringida","","","","","19922944","A0A9FF33D70AFDBCFF96AA01D989535B5CEDBD50E1379C7E902BF1CC2E402509"
"evidencias_restringidas.part11.rar","evidencia_restringida","","","","","19922944","C8B4D31F77F7EA0E579384F0CE76D7C209BD6427219B39770116D584A95324D9"
"evidencias_restringidas.part12.rar","evidencia_restringida","","","","","19922944","1FF7C3A098563A4727F7A0182E62123219F0505329D40C95AEDEAA843FC6B8FA"
"evidencias_restringidas.part13.rar","evidencia_restringida","","","","","19922944","5A08BB0B0D6DBF0A8123499827F6CC60BFA34CEE7C2D43231A669F31315E7321"
"evidencias_restringidas.part14.rar","evidencia_restringida","","","","","19922944","D94FADA828E7295D0C405676FD0368EA55E8F2E530EBD2867914249F9BFED6BC"
"evidencias_restringidas.part15.rar","evidencia_restringida","","","","","19922944","6FE8A7FC35C76F4E2E192B1AB163D6B9FF974A654547EDFD794A65365C81B887"
"evidencias_restringidas.part16.rar","evidencia_restringida","","","","","19922944","6D77FC6DDB852C0C24050996B7BF0B59F6CFA4CFBFB0D8E9915CA8E5187CB53C"
"evidencias_restringidas.part17.rar","evidencia_restringida","","","","","19922944","3793A41C29D51ECD11668139D9AB015E02BC5EF6FC71D43FDC90C2D50D07E613"
"evidencias_restringidas.part18.rar","evidencia_restringida","","","","","19922944","A3C4A958E7FD28FCEF72055137C9F2FD8505C63A1834EF00475C6B15E8622D4D"
"evidencias_restringidas.part19.rar","evidencia_restringida","","","","","19922944","362E44295AB88F5C5BC7B6678F3810E7683B62A9C0A074339C672C3DB571E9BC"
"evidencias_restringidas.part20.rar","evidencia_restringida","","","","","19922944","6F81083F945C0509D53EFF295FA3D8D43FE3C311F9022A8C66802263AF7B50DB"
"evidencias_restringidas.part21.rar","evidencia_restringida","","","","","19922944","4B2CCD340054D804979307C3BF42E8493D82909BEB09C1DF78EC6436D3C1B185"
"evidencias_restringidas.part22.rar","evidencia_restringida","","","","","19922944","D35476EDBDFFD1DC91DBE2DEB8728A13C261278D343687CD5CECC8D23FD16BD9"
"evidencias_restringidas.part23.rar","evidencia_restringida","","","","","19922944","6E27C9C645E98EE2255F46BCFD43BB683AAE13C80AEAEFA70BFF06FAE4039DF0"
"evidencias_restringidas.part24.rar","evidencia_restringida","","","","","19922944","764F37E41FBC3AE8E04C7B7229875547BC27E18C141F1CBF2A8A981AD420C5D9"
"evidencias_restringidas.part25.rar","evidencia_restringida","","","","","19922944","657E81665CADF08784276F814D3E20DE22F221FAE6A642541A4D99962F2431A1"
"evidencias_restringidas.part26.rar","evidencia_restringida","","","","","19922944","18252026352FEC4E9E76AD2F762A268B3DE5C7797D71D4E5E1BCA5BCADEB5FCC"
"evidencias_restringidas.part27.rar","evidencia_restringida","","","","","19922944","0FBF0FB01A6B43093D8C7A1D0EB4E55A69DAA98B33D281908C555FFC672D598F"
"evidencias_restringidas.part28.rar","evidencia_restringida","","","","","12496854","9CE4F38A3C83D48E6B030980469CA783AFC8905B7AE65DDFFEB173A1708322E7"
